0.356 67.5 55.0 0.98 1.13 2.03 0 120
0.426 64.1 55.3 1.25 1.01 1.04 0 130
0.373 69.4 55.7 1.67 1.04 0.86 0 130
0.476 67.6 55.9 1.32 0.91 1.10 0 130
0.363 87.2 54.9 1.72 1.29 2.09 0 120
0.427 70.4 55.4 1.86 1.33 1.47 0 120
0.305 64.9 55.5 1.51 1.16 1.16 0 130
0.353 99.4 56.3 1.42 0.85 1.24 0 130
0.364 68.0 55.1 1.35 0.69 2.24 0 120
0.295 72.5 56.0 1.74 0.69 3.62 0 120
0.326 63.9 55.3 1.90 1.18 3.11 0 120
0.382 66.6 55.4 2.47 1.16 2.88 0 120
0.438 64.4 55.6 2.91 0.80 3.11 0 120
0.446 69.4 55.7 2.37 0.91 3.24 0 120
0.325 68.4 55.4 1.62 0.88 2.04 10 120
0.503 77.1 55.4 1.65 0.81 2.15 0 130
0.332 63.6 55.6 1.63 1.12 2.18 0 120
0.565 70.5 55.2 2.49 1.07 1.83 0 130
0.393 73.9 55.3 2.54 0.99 2.65 0 140
0.324 69.8 56.3 2.95 0.92 6.38 0 120
0.320 62.5 55.5 2.68 0.73 4.55 0 120
0.578 55.9 55.6 2.98 1.00 2.95 0 120
0.335 60.9 55.7 2.95 1.09 2.15 10 120
0.564 58.4 55.4 2.87 0.99 1.52 0 120
0.362 73.1 56.1 2.96 1.11 1.05 0 130
0.478 75.0 55.8 2.06 1.29 1.57 0 120
0.409 61.3 55.4 1.57 1.12 0.85 10 130
0.558 61.2 58.0 1.24 1.24 0.44 0 120
0.314 57.8 55.7 1.34 1.06 0.32 10 170
0.419 74.3 55.5 0.99 0.92 1.94 10 120
0.400 57.1 55.4 0.73 0.60 1.08 0 130
0.538 54.9 55.6 1.77 0.63 0.50 0 120
0.405 65.2 55.5 1.72 0.79 0.39 0 120
0.324 73.9 55.5 1.91 1.14 0.78 10 120
0.383 58.1 55.6 1.44 1.10 0.89 0 130
0.400 75.8 55.7 1.20 0.75 0.55 10 130
0.508 54.6 55.1 1.25 1.02 0.26 0 120
0.427 61.4 55.4 1.22 0.76 0.65 0 1120
0.436 63.8 55.2 1.87 0.57 6.25 0 120
0.391 65.3 55.8 2.97 0.56 6.90 0 130
0.417 65.2 55.5 3.48 0.59 5.49 0 130
0.380 74.2 55.8 3.44 0.57 5.11 0 130
0.323 55.8 55.5 3.52 0.55 5.56 10 130
0.415 69.0 55.3 2.85 0.82 5.80 0 120
0.337 71.6 55.5 2.34 0.73 5.40 0 120
0.389 73.7 55.3 1.85 0.62 4.20 0 120
0.446 74.6 55.5 2.68 0.36 4.15 0 130
0.352 73.3 55.4 2.88 0.42 3.10 0 120
0.345 159 55.6 1.84 0.77 3.07 0 130
0.465 268 55.3 1.71 0.78 5.33 10 120
0.353 172 55.4 1.29 0.53 4.28 10 120
0.400 102 55.7 1.86 0.58 2.88 0 120
0.411 60.6 55.8 1.19 0.46 1.48 10 120
0.351 57.3 55.1 0.99 0.41 0.87 0 130
0.425 54.0 55.2 1.97 0.52 3.79 0 130
0.372 65.0 55.6 1.89 0.48 3.30 0 130
0.366 58.7 55.3 1.46 0.27 2.06 0 130
0.442 55.4 56.4 1.67 0.56 2.06 0 120
0.341 56.2 55.6 1.97 0.33 1.97 10 130
0.377 70.3 55.6 2.54 0.16 6.59 0 120
0.372 61.8 55.5 2.04 0.38 5.52 10 130
0.291 56.4 55.7 1.63 0.47 4.08 0 120
0.362 57.5 55.7 1.37 0.33 4.62 0 120
0.365 54.9 55.6 1.38 0.65 4.37 0 120
0.366 65.1 55.2 1.32 0.63 2.65 0 130
0.444 56.0 55.7 1.27 0.54 1.91 0 130
0.423 75.5 55.5 1.31 0.20 1.69 10 130
0.381 59.9 55.4 1.48 0.17 2.85 10 120
0.441 153 55.6 1.01 0.30 1.61 0 130
0.339 59.6 55.2 1.29 0.54 9.15 0 130
0.453 57.7 55.5 0.98 0.32 9.56 10 120
0.328 72.8 55.4 0.96 0.26 7.04 0 130
0.419 54.9 56.1 1.17 0.12 6.66 0 130
0.357 56.5 55.5 0.94 0.20 6.54 0 130
0.532 57.0 62.1 1.06 0.51 5.56 0 130
0.396 54.5 55.0 1.58 0.47 4.11 0 120
0.343 54.9 55.4 1.36 0.33 3.21 0 120
0.548 58.6 59.1 2.22 0.22 3.83 0 140
0.383 67.8 59.2 1.53 0.23 2.73 0 130
0.354 57.5 59.2 0.97 0.27 5.47 0 130
0.449 62.2 59.1 1.49 0.31 3.60 0 130
0.477 80.9 59.1 1.34 0.63 2.90 0 140
0.345 57.8 60.8 1.46 0.53 2.07 0 130
0.411 166 60.2 1.10 0.45 1.59 0 140
0.431 68.4 60.8 1.83 0.32 2.41 0 130
0.348 74.8 60.5 1.14 0.50 1.89 0 130
0.343 61.8 60.2 1.31 0.29 1.11 0 140
0.518 59.7 60.7 1.63 0.24 1.25 0 140
0.350 59.8 60.6 1.38 0.47 3.08 10 130
0.294 59.4 60.7 1.04 0.19 4.18 0 150
0.311 59.8 60.5 0.98 0.25 4.78 0 140
0.319 58.8 60.3 1.37 0.12 6.43 0 140
0.354 59.4 60.5 1.26 0.25 5.62 0 130
0.340 x 60.3 1.05 0.17 4.66 0 140
0.400 60.1 60.6 0.92 0.24 4.11 10 130
0.365 58.9 60.6 1.03 0.30 4.37 0 140
0.388 63.1 60.4 1.22 0.26 3.91 0 130
0.397 58.7 58.0 1.26 0.19 3.33 10 130
0.485 59.0 59.9 1.02 0.15 3.23 0 140
0.377 58.3 69.8 1.13 0.15 4.30 0 130
0.432 59.7 59.8 1.29 0.23 2.27 0 140
0.417 67.9 59.7 1.31 0.40 1.17 0 140
0.390 66.6 59.8 1.49 0.19 1.16 0 140
0.426 66.3 59.4 1.03 0.16 2.11 0 140
0.296 59.4 59.5 1.95 0.23 7.44 10 140
0.425 61.8 59.6 1.64 0.34 8.01 0 140
0.291 69.5 60.0 1.23 0.23 5.15 0 140
0.366 58.1 59.4 1.09 0.22 3.90 0 140
0.350 61.4 59.7 0.68 0.24 4.21 0 130
0.328 58.6 59.6 1.08 0.51 5.27 0 130
0.453 58.1 59.7 1.40 0.18 2.99 0 130
0.371 68.7 59.3 0.99 0.07 1.64 0 140
0.388 62.3 59.7 1.36 0.19 1.04 0 140
0.476 61.1 59.1 1.35 0.17 0.82 10 130
0.398 58.1 59.6 1.47 0.16 1.39 10 130
0.297 64.2 59.3 1.33 0.18 1.09 0 140
0.322 60.0 59.5 1.15 0.31 0.70 0 130
0.446 58.9 59.4 1.44 0.27 0.44 10 140
0.372 58.6 59.5 1.20 0.18 0.63 0 140
0.418 59.4 59.2 1.70 0.18 2.96 0 130
0.334 58.9 59.4 1.53 0.13 1.51 0 130
0.393 62.6 59.1 1.16 0.41 1.05 0 140
0.391 59.7 59.6 1.31 0.19 0.67 10 130
0.412 55.8 55.3 1.08 0.23 0.54 0 130
0.409 55.4 55.5 1.22 0.32 2.15 0 130
0.307 79.0 55.1 0.87 0.22 2.01 0 130
0.431 54.6 55.3 1.10 0.20 1.78 0 130
0.349 54.7 55.4 1.28 0.18 1.61 0 130
0.396 54.8 55.4 0.90 0.16 2.47 0 120
0.445 57.7 55.3 1.09 0.09 3.93 0 120
0.446 59.2 55.2 1.83 0.32 2.04 0 130
0.319 55.0 55.3 1.20 0.31 1.25 0 120
0.263 55.7 55.2 1.06 0.15 0.96 10 120
0.305 56.8 55.3 1.56 0.26 0.50 0 130
0.383 55.8 55.2 2.19 0.17 3.25 0 120
0.396 55.1 55.3 2.84 0.22 3.75 10 130
0.439 57.1 55.7 2.49 0.16 2.46 0 120
0.414 57.5 55.3 1.63 0.18 2.28 0 130
0.273 56.0 55.3 1.11 0.32 1.13 0 130
0.514 56.0 77.2 1.79 0.20 3.14 0 200
0.363 54.6 57.3 1.17 0.12 1.67 0 130
0.349 54.3 85.2 0.84 0.04 0.99 0 200
0.335 57.4 55.4 0.89 0.16 1.06 0 140
0.436 54.8 60.2 0.69 0.18 0.80 0 170
0.314 54.6 118 0.81 0.23 1.68 0 220
0.351 56.6 95.7 0.98 0.42 1.25 0 200
0.366 64.6 86.3 1.42 0.29 0.87 10 200
0.366 54.6 98.1 0.91 0.19 0.53 0 1150
0.427 54.1 71.0 0.70 0.26 0.77 0 170
0.443 55.4 87.2 1.10 0.20 2.90 10 200
0.431 62.3 84.5 0.80 0.12 1.46 0 200
0.407 53.9 66.7 0.68 0.16 0.76 0 200
0.358 55.5 132 0.51 0.17 1.21 0 230
0.349 55.0 121 0.33 0.16 0.91 0 180
0.516 54.0 72.1 0.47 0.14 3.02 0 190
0.382 56.5 71.7 0.64 0.15 3.38 0 120
0.408 55.0 87.6 0.29 0.18 2.39 0 200
0.294 54.6 55.7 0.21 0.11 1.95 0 210
0.492 55.5 54.8 0.48 0.07 1.32 0 140
0.423 55.4 55.5 0.85 0.13 2.99 0 130
0.380 54.5 54.9 0.66 0.16 1.69 10 2140
0.356 54.3 55.3 1.20 0.41 1.09 0 120
0.359 53.9 55.0 1.25 0.20 1.08 0 130
0.404 67.7 57.3 1.29 0.14 0.50 10 120
0.340 55.4 131 1.31 0.16 2.97 0 280
0.425 53.9 65.7 1.00 0.10 2.52 10 120
0.375 54.3 137 0.94 0.09 1.94 10 120
0.310 54.4 59.7 0.91 0.20 1.85 0 120
0.392 62.5 55.1 0.41 0.07 1.05 10 130
0.551 66.3 55.0 0.55 0.35 3.73 10 130
0.375 56.1 55.3 0.94 0.16 7.03 0 130
0.394 55.2 55.2 0.50 0.06 6.37 0 130
0.359 56.2 55.5 0.47 0.02 3.51 0 120
0.314 58.1 55.3 0.37 0.13 1.52 0 130
0.461 54.3 55.1 0.51 0.22 0.82 0 130
0.366 54.3 55.5 0.54 0.17 1.40 10 120
0.351 57.1 55.0 1.92 0.24 3.95 0 160
0.433 54.8 55.3 1.22 0.37 6.03 10 130
0.331 62.1 55.2 0.54 0.31 7.06 10 130
0.458 55.0 55.4 0.55 0.33 9.48 0 130
0.489 54.1 55.1 0.28 0.12 8.55 0 120
0.395 54.0 55.1 0.58 0.08 4.97 10 120
0.392 54.4 55.2 0.75 0.37 2.72 0 120
0.447 54.2 55.2 0.79 0.16 1.52 0 130
0.484 54.4 55.5 0.42 0.05 1.87 0 130
0.487 55.4 55.0 0.59 0.02 5.80 0 120
0.509 53.9 55.4 0.66 0.19 7.12 10 120
0.399 54.3 55.7 0.56 0.19 7.81 0 120
0.433 54.3 55.4 0.56 0.15 4.94 0 120
0.330 55.8 55.6 0.89 0.12 3.91 0 130
0.501 54.7 55.4 0.98 0.27 4.45 0 130
0.360 54.0 55.2 0.92 0.13 3.05 0 130
0.420 55.9 55.7 0.59 0.37 2.14 0 130
0.384 56.7 55.5 0.51 0.27 1.40 0 120
0.458 54.3 55.3 0.48 0.40 1.40 0 130
0.384 54.8 55.2 0.70 0.14 0.84 0 130
0.502 54.0 55.4 0.55 0.14 3.16 0 120
0.444 56.7 54.8 0.71 0.77 8.65 0 130
0.462 54.1 55.4 1.46 0.28 9.11 0 130
0.387 54.1 55.7 0.82 0.17 11.03 0 130
0.368 56.5 54.9 0.50 0.06 5.31 0 120
0.452 54.0 55.0 0.49 0.20 3.99 0 120
0.402 56.2 55.5 0.65 0.10 2.31 0 120
0.398 55.0 55.5 0.43 0.12 1.29 10 120
0.407 56.5 57.1 0.42 0.08 5.34 0 130
0.409 55.0 55.5 0.47 0.18 7.65 0 120
0.374 55.0 54.9 1.18 0.22 9.61 0 130
0.458 54.3 55.4 0.68 0.19 10.30 0 120
0.273 54.5 55.3 0.29 0.23 7.90 0 130
0.314 55.2 55.5 0.56 0.20 7.56 0 140
0.430 54.7 55.2 0.62 0.12 5.23 0 120
0.374 74.6 55.7 0.49 0.08 4.02 0 120
0.386 54.4 55.1 0.70 0.07 4.25 0 120
0.404 55.7 55.4 0.65 0.33 4.82 0 130
0.366 54.6 55.3 0.49 0.12 2.47 10 120
0.288 71.3 55.2 0.58 0.04 1.73 10 120
0.423 55.2 55.2 0.70 0.14 3.30 10 120
0.354 54.9 55.3 0.90 0.11 1.93 0 130
0.337 54.7 55.4 1.00 0.19 2.30 0 130
0.338 54.9 55.5 1.13 0.25 3.31 0 130
0.298 54.1 55.1 0.99 0.13 1.94 0 130
0.434 54.3 55.3 0.56 0.05 1.51 10 120
0.415 55.7 55.7 0.93 0.06 2.13 10 120
0.453 54.7 55.6 0.93 0.13 0.92 0 130
0.417 54.7 55.7 0.57 0.09 1.43 0 130
0.393 54.2 55.5 0.66 0.03 1.37 0 120
0.306 54.5 55.0 0.83 0.10 0.98 0 120
0.420 54.5 55.5 0.57 0.18 1.40 10 120
0.425 54.6 55.8 0.76 0.17 0.59 0 130
0.354 55.4 55.4 0.57 0.28 2.76 10 120
0.412 54.3 55.7 0.47 0.16 3.43 0 120
0.413 54.2 55.3 0.29 0.21 2.08 0 120
0.434 54.6 55.5 1.22 0.16 1.89 0 120
0.378 55.0 55.7 0.57 0.13 0.89 0 130
0.451 54.1 55.5 0.39 0.08 1.62 0 120
0.363 54.3 55.3 0.26 0.19 0.83 0 130
0.543 54.2 55.6 0.43 0.16 0.50 0 120
0.397 59.9 55.7 0.69 0.06 0.48 0 120
0.373 57.5 55.5 0.61 0.09 0.37 0 130
0.420 54.3 55.4 0.81 0.12 4.40 0 130
0.437 54.1 55.5 0.96 0.13 2.15 0 120
0.385 54.0 55.5 0.60 0.12 1.11 0 130
0.309 54.4 55.6 0.70 0.14 0.69 0 130
0.380 54.8 55.4 0.63 0.09 1.00 0 120
0.389 54.6 55.4 0.41 0.16 0.65 0 120
0.354 54.8 55.2 0.68 0.12 0.51 0 130
0.386 54.2 55.7 1.07 0.12 0.18 0 130
0.304 54.4 55.3 0.56 0.21 0.10 0 120
0.574 55.0 55.6 0.68 0.07 0.91 0 130
0.313 54.7 55.6 0.84 0.21 2.78 0 120
0.445 55.8 55.0 0.92 0.13 1.72 0 130
0.386 53.9 55.5 0.73 0.13 1.24 0 120
0.438 53.8 55.5 1.15 0.12 1.18 0 130
0.390 54.9 55.4 0.62 0.04 0.43 0 130
0.309 54.9 55.4 0.45 0.11 1.58 0 130
0.360 54.0 55.1 0.82 0.08 0.89 0 120
0.374 54.0 55.2 0.56 0.29 0.45 0 130
0.328 54.8 55.0 0.74 0.10 1.30 0 120
0.390 56.5 55.0 1.42 0.15 0.89 0 130
0.365 55.9 55.6 0.99 0.21 3.09 0 130
0.384 54.6 55.3 0.72 0.13 1.77 10 120
0.382 54.0 55.3 0.72 0.05 0.65 0 130
0.317 55.0 55.2 0.55 0.16 0.62 0 120
0.483 54.1 55.1 0.35 0.06 0.75 10 280
0.559 53.7 79.4 0.31 0.25 1.78 0 190
0.336 54.4 54.9 0.39 0.10 0.92 0 130
0.349 55.4 55.4 0.76 0.07 0.44 0 130
0.452 55.1 55.6 0.56 0.14 0.34 0 120
0.414 54.7 55.3 0.38 0.12 1.72 10 130
0.353 54.7 55.2 0.63 0.04 2.34 10 120
0.421 54.6 55.3 0.57 0.06 1.32 0 130
0.449 55.1 55.6 0.50 0.06 0.89 0 210
0.412 54.9 82.9 0.43 0.08 0.74 10 190
0.348 54.2 55.6 0.49 0.03 1.41 0 120
0.454 54.4 55.5 0.75 0.05 2.81 0 120
0.397 53.8 125 1.03 0.02 1.82 0 130
0.358 53.6 55.2 0.57 0.04 1.09 10 120
0.361 53.6 55.2 0.34 0.10 1.20 10 120
0.375 54.0 55.1 0.52 0.03 0.73 0 120
0.404 55.5 55.6 0.41 0.05 3.26 10 130
0.412 53.8 55.2 0.15 0.13 1.53 0 140
0.398 54.7 134 0.19 0.12 1.21 0 120
0.446 53.8 55.2 0.56 0.18 0.63 0 120
0.411 54.3 55.2 0.47 0.23 0.49 0 120
0.452 54.9 55.7 0.51 0.16 1.92 0 150
0.421 53.7 55.5 0.41 0.21 1.01 0 130
0.443 53.7 55.6 0.65 0.08 0.64 0 120
0.355 54.3 55.5 0.39 0.06 1.02 10 120
0.480 54.8 55.1 0.73 0.10 1.52 0 120
0.339 55.5 85.1 0.48 0.11 3.37 0 1120
0.404 54.7 55.4 0.64 0.08 2.00 0 130
0.370 53.7 55.3 0.67 0.03 0.84 0 130
0.406 54.2 55.7 0.43 0.01 0.56 0 130
0.347 54.0 55.4 0.19 0.00 0.86 0 120
0.433 54.0 55.5 0.19 0.07 0.78 10 120
0.357 56.3 55.5 1.35 0.18 1.38 10 120
0.496 53.6 55.4 0.72 0.10 0.66 0 130
0.324 56.5 55.5 0.57 0.10 0.35 0 130
0.362 55.0 55.5 0.75 0.08 0.69 0 130
0.406 53.7 55.3 0.75 0.06 1.58 0 130
0.406 54.4 55.7 0.64 0.06 0.73 0 120
0.343 53.6 55.4 1.54 0.05 0.99 0 130
0.411 54.9 55.6 0.82 0.06 0.43 0 130
0.390 54.8 55.5 0.43 0.06 0.40 0 130
0.439 54.5 55.3 0.89 0.17 0.48 0 130
0.373 54.3 55.6 0.96 0.14 0.48 10 120
0.388 54.0 55.2 0.69 0.09 0.37 0 120
0.376 54.2 55.5 0.39 0.03 0.14 0 130
0.458 54.9 55.6 0.41 0.12 0.37 10 120
0.440 54.0 55.8 0.76 0.04 2.07 0 120
0.347 54.4 55.5 0.67 0.08 0.87 0 130
0.333 55.2 55.7 0.76 0.12 1.01 0 120
0.439 54.1 55.1 0.43 0.04 0.41 0 130
0.348 54.3 55.7 0.30 0.06 0.59 0 120
0.419 54.6 55.5 1.01 0.02 1.72 0 130
0.367 54.1 55.2 0.71 0.08 0.95 0 120
0.394 54.6 55.1 0.39 0.13 0.68 10 120
0.367 53.9 55.6 0.32 0.05 0.28 0 130
0.402 62.4 55.7 0.27 0.02 0.11 0 150
0.328 54.1 67.6 0.46 0.11 3.36 0 170
0.462 59.9 72.2 0.90 0.07 1.84 10 170
0.333 59.2 55.7 0.68 0.07 1.72 0 140
0.273 53.8 55.2 0.64 0.11 1.83 0 130
0.431 53.6 55.4 0.45 0.14 0.88 0 170
0.297 53.4 55.6 0.47 0.17 0.86 0 3640
0.386 55.6 59.2 0.33 0.14 0.55 0 190
0.336 53.7 96.0 0.26 0.05 1.00 0 130
0.442 54.2 55.4 0.99 0.13 0.64 0 400
0.454 54.0 55.5 0.60 0.07 1.00 0 130
0.428 55.0 55.6 0.53 0.21 2.37 0 120
0.410 54.0 55.6 0.59 0.26 1.07 0 130
0.357 54.0 55.6 0.90 0.13 1.68 0 130
0.471 55.3 55.6 0.77 0.05 1.22 10 130
0.370 53.4 55.6 0.73 0.06 1.77 0 120
0.362 55.1 55.6 0.69 0.28 1.47 0 120
0.399 54.0 55.5 0.74 0.25 0.94 0 120
0.401 59.6 55.8 0.38 0.13 1.09 0 130
0.356 53.9 55.6 0.86 0.19 0.83 0 130
0.582 54.1 55.1 0.36 0.11 2.67 0 120
0.398 54.5 55.9 0.46 0.27 3.84 0 120
0.477 53.8 55.0 0.38 0.33 2.09 10 140
0.492 53.6 55.3 0.90 0.26 1.58 0 130
0.429 54.7 55.5 0.54 0.15 0.67 0 130
0.558 53.9 55.3 2.13 0.05 0.70 0 120
0.414 54.5 55.5 5.21 0.17 1.03 0 130
0.438 54.1 55.6 2.17 0.12 0.82 0 130
0.365 54.1 55.4 1.01 0.22 1.08 0 130
0.409 53.8 55.8 0.59 0.12 2.10 0 130
0.507 53.4 55.4 0.43 0.25 1.23 10 120
0.319 54.0 55.4 0.89 0.21 2.47 0 130
0.404 54.1 55.6 0.49 0.23 1.22 0 130
0.360 54.0 55.2 0.29 0.12 1.16 0 120
0.492 53.5 55.6 0.55 0.09 1.07 0 130
0.317 54.3 55.6 0.34 0.09 0.56 0 130
0.418 54.1 55.6 0.27 0.09 1.07 0 120
0.421 54.6 55.5 0.37 0.63 0.82 10 120
0.403 54.2 55.3 0.29 0.59 0.30 0 170
0.379 54.7 54.9 0.72 0.33 0.49 0 130
0.297 54.5 55.5 0.54 0.58 0.25 0 130
0.334 54.4 55.3 0.43 0.38 2.17 0 130
0.459 53.6 55.0 0.53 0.29 0.87 0 120
0.457 53.5 55.6 0.33 0.14 0.90 0 130
0.325 53.9 55.6 0.42 0.29 0.97 0 120
0.464 53.9 55.3 0.51 0.29 0.40 0 130
0.362 53.4 55.3 0.41 0.14 1.04 0 130
0.382 54.5 55.7 0.49 0.10 0.60 0 130
0.451 54.4 55.9 0.72 0.07 0.28 0 130
0.410 54.5 55.7 0.83 0.28 0.30 10 130
0.377 53.6 55.3 1.09 0.26 0.11 0 120
0.303 53.9 55.2 0.62 0.26 3.32 0 130
0.273 53.7 55.4 0.43 0.09 1.36 10 120
0.395 54.1 55.3 0.60 0.29 0.99 0 130
0.436 53.6 55.3 0.48 0.29 0.52 0 120
0.425 54.6 55.6 0.30 0.38 0.28 0 130
0.342 53.9 55.4 0.77 0.32 0.94 0 130
0.463 54.2 55.6 0.86 0.23 0.61 0 120
0.371 53.8 55.6 0.57 0.07 0.25 0 130
0.340 55.4 55.6 0.51 0.07 0.33 0 130
0.328 53.9 55.2 0.39 0.24 0.12 0 130
0.394 54.2 55.1 0.61 1.36 3.12 0 120
0.429 53.7 55.2 1.18 1.33 1.33 0 130
0.478 53.7 55.4 1.02 0.49 1.03 0 130
0.462 54.3 55.3 1.23 0.40 0.89 0 130
0.462 53.9 55.5 1.20 0.22 0.37 0 120
0.342 54.6 55.6 1.61 0.15 1.18 10 130
0.320 54.3 55.5 0.93 0.19 0.84 0 120
0.464 54.4 55.2 1.14 0.20 0.44 10 120
0.372 53.8 55.8 0.90 0.19 0.87 10 130
0.321 54.7 56.1 0.58 0.13 0.65 0 130
0.441 55.2 55.0 1.10 0.10 2.51 0 130
0.436 53.6 56.3 0.70 0.15 2.09 10 120
0.389 53.7 55.4 0.76 0.09 1.49 0 120
0.484 53.8 55.3 0.49 0.10 2.06 0 130
0.450 53.9 55.5 0.30 0.04 1.47 0 130
0.347 53.8 55.5 0.43 0.15 1.17 0 130
0.392 53.7 55.5 0.73 0.10 1.10 0 120
0.430 54.3 55.6 0.99 0.10 0.68 10 120
0.360 53.9 55.4 0.46 0.11 2.18 0 130
0.331 53.9 55.0 0.70 0.12 1.26 0 120
0.365 55.0 55.3 0.83 0.19 2.29 0 130
0.404 54.8 55.5 0.87 0.18 1.38 0 120
0.474 54.3 55.4 0.86 0.12 1.13 0 130
0.387 54.1 55.2 0.58 0.08 0.76 0 130
0.384 53.7 55.8 0.28 0.11 0.57 0 130
0.433 53.6 55.7 0.43 0.14 1.24 0 130
0.309 53.8 55.3 0.45 0.23 0.80 0 130
0.381 54.0 55.6 0.28 0.51 0.46 0 130
0.353 54.6 55.2 0.17 0.42 0.30 10 130
0.379 53.5 55.5 1.10 0.56 0.89 0 130
0.419 54.1 55.3 1.14 0.69 3.19 0 120
0.300 54.0 55.6 1.34 0.54 1.98 0 130
0.412 55.3 55.3 1.25 0.53 1.59 10 120
0.302 54.1 55.2 1.09 0.41 0.87 0 130
0.362 53.9 55.6 0.58 0.20 0.70 10 120
0.347 53.9 55.2 0.80 0.36 0.54 0 120
0.499 54.6 55.5 1.05 0.19 0.49 0 120
0.475 53.8 55.9 0.65 0.21 0.18 0 120
0.487 54.3 55.6 0.54 0.19 0.23 0 130
0.444 53.7 55.7 0.71 0.21 0.59 0 130
0.458 54.4 55.7 1.24 0.33 1.97 0 120
0.285 54.1 55.3 1.08 0.44 1.21 10 120
0.436 54.9 55.2 1.03 0.16 1.08 0 130
0.528 53.8 55.5 0.86 0.23 0.50 10 130
0.353 53.8 55.5 0.44 0.27 0.60 0 120
0.432 53.8 55.4 0.38 0.24 1.09 0 130
0.379 54.2 55.9 0.21 0.25 0.67 0 130
0.352 54.9 55.3 0.18 0.78 0.24 0 130
0.339 53.7 55.0 0.07 0.60 0.23 0 130
0.489 55.7 55.4 0.24 0.32 0.99 0 130
0.408 54.3 55.5 1.02 0.21 2.49 0 130
0.359 54.1 55.2 0.46 0.47 1.06 0 130
0.596 54.1 55.2 0.17 0.33 1.00 10 120
0.409 53.8 57.0 0.13 0.35 0.42 0 130
0.362 53.6 55.6 0.34 0.28 1.25 0 120
0.335 53.8 55.5 0.24 0.26 1.90 0 120
0.330 54.2 55.6 0.25 0.26 1.21 0 120
0.409 54.0 55.4 0.33 0.23 0.82 0 130
0.421 54.4 55.3 0.13 0.09 0.38 10 120
0.313 53.6 55.2 0.16 0.27 0.84 0 130
0.372 54.4 55.4 0.29 0.94 2.25 0 130
0.290 56.5 55.2 0.50 1.19 1.37 0 120
0.456 54.1 55.4 0.42 1.13 1.25 0 130
0.423 54.0 55.4 0.17 1.27 0.46 0 130
0.439 54.1 55.2 0.27 1.38 0.70 0 130
0.418 57.2 55.2 0.31 1.20 0.62 0 120
0.294 56.9 55.7 0.30 1.23 0.54 0 130
0.412 53.6 55.4 0.19 0.81 0.24 0 130
0.365 54.3 55.4 0.33 0.32 0.35 0 130
0.451 55.6 55.2 0.25 0.16 0.64 0 130
0.279 54.0 55.3 0.37 0.05 1.58 0 130
0.488 56.5 55.5 0.27 0.07 1.03 0 130
0.472 53.7 55.5 0.18 0.02 0.84 0 130
0.417 54.1 55.4 0.14 0.12 1.12 0 120
0.458 53.8 56.7 0.26 0.04 0.70 0 130
0.389 54.0 55.8 0.15 0.13 1.08 0 120
0.383 56.1 55.6 0.08 0.10 0.77 0 120
0.447 55.0 55.2 0.14 0.11 0.41 0 130
0.326 54.0 55.3 0.30 0.09 0.35 0 120
0.412 54.6 55.6 0.27 0.33 0.72 10 130
0.403 56.3 55.6 0.40 0.13 3.90 0 120
0.289 57.4 55.5 0.40 0.04 1.58 0 130
0.355 54.1 55.6 0.16 0.05 1.24 0 130
0.394 54.9 55.5 0.34 0.02 0.57 0 130
0.399 58.1 55.2 0.25 0.05 0.55 0 130
0.530 55.7 55.3 0.16 0.02 0.84 0 120
0.351 55.8 55.5 0.18 0.07 0.65 0 130
0.307 54.6 55.7 0.10 0.02 0.30 0 120
0.417 57.5 55.6 0.20 0.18 0.16 0 120
0.461 53.7 55.5 0.27 0.24 0.28 0 120
0.431 55.0 55.6 0.47 0.58 4.02 10 130
0.396 57.2 55.4 0.35 0.43 2.61 0 130
0.426 56.3 55.3 0.50 0.55 1.89 10 120
0.367 56.9 55.3 0.48 0.24 1.35 0 120
0.456 53.8 56.4 0.21 0.23 1.19 10 120
0.401 56.9 55.4 0.16 0.25 1.63 0 130
0.392 54.5 55.4 0.14 0.22 0.84 0 120
0.426 53.9 55.4 0.29 0.32 0.40 0 130
0.447 57.9 55.5 0.27 0.19 0.35 0 130
0.388 53.8 55.5 0.10 0.10 0.43 0 130
0.472 54.0 55.5 0.22 0.12 2.82 0 130
0.357 53.8 55.3 0.15 0.12 1.26 0 130
0.304 53.7 55.3 0.20 0.17 1.10 10 130
0.293 54.1 55.1 0.30 0.21 0.40 0 130
0.432 58.2 55.1 0.15 0.14 0.19 0 130
0.371 55.0 55.4 0.23 0.16 1.33 0 130
0.349 56.1 55.3 0.13 0.09 0.82 0 130
0.329 54.1 55.3 0.08 0.08 0.35 0 130
0.473 57.3 55.4 0.03 0.09 0.13 0 130
0.461 53.9 55.4 0.12 0.07 0.08 10 120
0.410 55.8 55.4 0.14 0.26 1.97 0 130
0.441 53.4 55.5 0.10 0.15 0.86 10 120
0.328 53.9 55.4 0.27 0.17 0.65 0 120
0.331 56.3 55.3 0.21 0.16 0.24 0 120
0.439 56.0 55.4 0.07 0.12 0.13 0 120
0.351 55.7 55.1 0.33 0.16 0.45 10 120
0.405 54.2 55.5 0.20 0.14 0.91 0 130
0.412 57.5 55.5 0.24 0.08 0.45 0 120
0.328 54.3 55.5 0.09 0.19 0.22 0 120
0.279 56.3 55.4 0.35 0.07 0.08 0 120
0.373 55.2 55.5 0.78 0.02 0.24 0 130
